FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,MNE,Montenegro,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1,0.12,0.11,0.13,0.14,0.12,0.14,0.16,0.15,0.17,0.2,0.18,0.15,0.14
A,Annual,MNG,Mongolia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.22,0.39,0.55,0.71,0.86,1.0,1.14,1.27,1.4,1.53,1.51,1.49
A,Annual,MNP,Northern Mariana Islands,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.07,0.08,0.09,0.09,0.1,0.11,0.12,0.14,0.15,0.16,0.16,0.17,0.18,0.19,0.2,0.22,0.23,0.24,0.25,0.17,0.09,0.0
A,Annual,MOZ,Mozambique,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.06,0.1
A,Annual,MRT,Mauritania,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.06,0.08,0.07,0.07,0.08,0.09,0.09,0.08,0.09,0.12,0.14
A,Annual,MSR,Montserrat,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,1.4,1.43,1.49,1.58,1.69,1.81,1.96,2.14,2.37,2.46,2.75,2.7,3.04,3.12,3.5,3.39,3.38,3.76,4.49,4.34,4.2,3.61,3.45,3.58,3.83,3.87,3.88,3.91,3.8,3.96,3.98,3.93,3.71,3.34
A,Annual,MUS,Mauritius,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.82,0.74,0.66,0.59,0.52,0.57,0.53,0.59,0.53,0.5,0.52,0.58,0.61,0.67,0.63,0.65,0.69,0.59,0.66,0.67,0.68,0.66,0.59,0.63,0.61,0.66,0.67,0.61,0.55,0.54,0.5,0.5,0.62,0.44
A,Annual,MWI,Malawi,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.0,0.02,0.02,0.04,0.04,0.05,0.04,0.04,0.05,0.09,0.14,0.13,0.12,0.11,0.1,0.09,0.08,0.07,0.1,0.1
A,Annual,MYS,Malaysia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,1.34,1.3,1.31,1.38,1.35,1.36,1.35,1.34,1.24,1.3,1.32,1.32,1.31,1.38,1.43,1.45,1.49,1.74,1.99,1.87,2.1,1.43,1.68,2.04,1.6,2.03,2.12,1.57,1.34,1.43,1.06,1.33,0.74,0.86
A,Annual,MYT,Mayotte,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.33,0.31,0.29,0.27,0.25,0.24,0.22,0.21,0.2,0.19,0.21,0.29,0.31,0.32,0.29,0.39,0.38,0.37,0.27,0.26,0.25,0.25,0.24,0.23,0.22,0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.17
A,Annual,NAM,Namibia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.42,0.41,0.39,0.38,0.37,0.36,0.35,0.34,0.33,0.32,0.73,0.73,0.67,0.21,0.15,0.18,0.2,0.24,0.28,0.29,0.31,0.27,0.28,0.35,0.36,0.39,0.33,0.34,0.32,0.34,0.37,0.41,0.41,0.4
A,Annual,NCL,New Caledonia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,1.84,1.79,1.74,1.7,1.66,1.62,1.58,1.49,1.29,1.15,0.99,1.03,1.08,1.13,1.08,0.99,0.95,0.96,0.95,0.93,0.93,0.9,0.92,0.89,0.9,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.88,0.87
A,Annual,NER,Niger,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,NGA,Nigeria,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.04,0.03,0.02,0.01,0.01,0.02,0.04,0.09,0.08,0.07,0.03,0.04,0.05,0.07,0.09,0.11,0.09,0.06,0.07,0.11,0.16,0.18,0.19,0.22,0.19,0.16,0.14,0.18,0.23,0.26,0.27,0.26,0.24,0.21
A,Annual,NIC,Nicaragua,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.14,0.13,0.13,0.22,0.18,0.19,0.43,0.67,0.9,0.83,0.78,0.71,1.06,1.12,1.0,1.76,1.27,1.79,1.82,1.66,2.13,0.85,0.75,1.12,1.13,1.28,1.23,1.25,1.09,1.2,2.39,2.06,1.92,2.2
A,Annual,NIU,Niue,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.14,0.15,0.12,0.12,0.33,0.68,0.93,0.96,0.84,1.2,1.6,2.28,1.75,2.51,2.56,3.27,2.33,1.95,4.29,3.78,3.55,0.43,0.38,0.01,0.62,0.61,1.09,0.98,1.37,1.26,1.12,1.33,0.97,0.92
A,Annual,NLD,Netherlands,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.65,0.62,0.59,0.68,0.56,0.66,0.57,0.56,0.67,0.61,0.71,0.58,0.6,0.58,0.65,0.65,0.63,0.73,0.65,0.59,0.57,0.65,0.67,0.63,0.62,0.58,0.63,0.61,0.54,0.52,0.56,0.53,0.49,0.4
A,Annual,NOR,Norway,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.28,0.18,0.18,0.17,0.2,0.21,0.16,0.17,0.21,0.18,0.08,0.11,0.18,0.15,0.18,0.11,0.15,0.15,0.17,0.11,0.14,0.17,0.16,0.15,0.17,0.12,0.13,0.13,0.12,0.11,0.13,0.13,0.14,0.11
A,Annual,NPL,Nepal,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.04
A,Annual,NRU,Nauru,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,2.35,1.81,1.85,0.9,0.77,0.52,0.33,0.26,0.25,0.36,0.45,0.78,0.69,0.59,0.16,0.07,0.02,0.05,0.06,0.05,0.03,0.04,0.07,0.17,0.27,0.33,0.23,0.22,0.35,0.5,0.54,0.59,0.52,0.57
A,Annual,NZL,New Zealand,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,1.1,1.07,1.06,1.05,0.97,1.06,0.94,0.94,0.8,0.66,0.94,0.86,1.11,1.02,1.04,1.03,1.1,1.22,1.42,1.23,1.22,1.21,1.2,1.19,1.17,1.15,1.12,1.1,1.08,1.06,1.04,1.03,1.03,1.02
A,Annual,OMN,Oman,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.02,0.02,0.07,0.05,0.04,0.04,0.04,0.13,0.13,0.08,0.02,0.03,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.09,0.09,0.1,0.1,0.11,0.1,0.08,0.08,0.06,0.04,0.07,0.07,0.06,0.09,0.08
A,Annual,PAK,Pakistan,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11
A,Annual,PAN,Panama,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,1.35,1.32,1.29,1.27,1.24,1.21,1.19,1.17,0.69,0.53,0.37,0.91,0.68,0.77,0.8,0.81,0.78,0.65,0.61,0.57,0.54,0.5,0.36,0.65,0.63,0.62,0.6,0.59,0.39,0.21,1.02,3.34,2.53,2.21
A,Annual,PER,Peru,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.07,0.07,0.07,0.08,0.11,0.11,0.1,0.11,0.13,0.15,0.1,0.17,0.16,0.21,0.21,0.25,0.24,0.27,0.29,0.31,0.32,0.27,0.33,0.41,0.35,0.28,0.31
A,Annual,PHL,Philippines,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.24,0.24,0.24,0.23,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.22,0.21,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.2,0.2,0.22,0.31,0.33,0.33,0.33
A,Annual,PLW,Palau,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,0.46,0.45,0.44,0.43,0.42,0.4,0.39,0.39,0.38,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.32,0.29,0.23,0.25,0.27,0.34,0.52,0.75,1.17,1.57,1.7,1.6,1.4,1.4,1.4,1.4,1.4
A,Annual,PNG,Papua New Guinea,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.21,0.19,0.18,0.17,0.16,0.15,0.13,0.1,0.07,0.05,0.04,0.04,0.04,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.08,0.09,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.12,0.12
A,Annual,POL,Poland,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.14,0.14,0.19,0.23,0.24,0.19,0.26,0.25,0.23,0.22,0.23,0.23,0.27,0.19,0.23,0.42,0.45,0.49,0.54,0.49,0.51,0.57,0.57,0.58,0.62,0.63,0.64,0.66,0.61,0.63,0.64,0.71,0.58,0.52
A,Annual,PRT,Portugal,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.94,0.94,0.61,0.9,0.96,1.18,1.24,1.26,1.42,1.51,1.5,1.5,1.68,1.63,1.62,1.56,1.49,1.58,1.62,1.32,1.3,1.33,1.18,0.97,1.24,0.96,0.94,0.78,0.78,0.95,0.94,0.92,0.87,0.75
A,Annual,PRY,Paraguay,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.84,0.82,0.79,1.33,1.84,2.33,2.79,3.24,2.49,1.01,0.69,2.04,2.23,2.43,2.62,2.8,2.99,3.17,3.34,3.52,3.68,3.83,3.98,4.12,2.98,3.07,2.97,3.1,2.54,2.53,2.64,2.39,2.49,2.7
A,Annual,PSE,West Bank and Gaza,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.59,0.57,0.54,0.52,0.5,0.48,0.46,0.44,0.43,0.41,0.4,0.39,0.38,0.36,0.36,0.35,0.35,0.34,0.35,0.34,0.34,0.33,0.32,0.31,0.31,0.3,0.29,0.28,0.28,0.27,0.27,0.26,0.25,0.25
A,Annual,PYF,French Polynesia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,1.03,1.05,1.13,1.19,1.23,1.23,1.27,1.31,1.34,1.32,1.35,1.36,1.43,1.37,1.32,1.25,1.26,1.24,1.22,1.15,1.13,1.14,1.18,1.27,1.39,1.44,1.41,1.33,1.31,1.69,2.41,2.39,1.85,1.02
A,Annual,QAT,Qatar,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.58,0.59,0.69,0.66,0.67,0.66,0.75,0.82,0.81,0.73,0.53,0.47,0.51,0.56,0.68,1.01,1.04,0.83,0.96,1.61,1.86,1.4,0.68,0.41,0.37,0.37,0.3,0.32,0.29,0.3,0.34,0.41,0.39,0.37
A,Annual,ROU,Romania,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,1.1,0.87,0.66,1.06,0.96,0.89,0.77,0.68,0.63,0.51,0.43,0.36,0.36,0.32,0.32,0.36,0.32,0.3,0.35,0.32,0.35,0.56,0.57,0.53,0.5,0.58,0.55,0.59,0.57,0.46,0.45,0.43,0.42,0.48
A,Annual,RUS,Russian Federation,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,0.17,0.18,0.18,0.18,0.18,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.34,0.35,0.49,0.54,0.51,0.53,0.62,0.67,0.67,0.67
A,Annual,RWA,Rwanda,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.02,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.03,0.12,0.09,0.02,0.09,0.17,0.18,0.21,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15
A,Annual,SAU,Saudi Arabia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.17,0.18,0.18,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.22,0.24,0.26,0.29,0.32,0.35,0.24,0.23,0.21,0.1
A,Annual,SCG,Serbia and Montenegro,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,0.16,0.21,0.2,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.14,0.13,0.13,0.13,,,,,,,,,,,,,,,,,,
A,Annual,SDN,Sudan,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,0.07,0.08,0.08,0.06,0.12,0.09,0.09,0.08,0.08,0.08
A,Annual,SEN,Senegal,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.05,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.04,0.05,0.06,0.01,0.02,0.03,0.03,0.03,0.03,0.03
A,Annual,SHN,"Saint Helena, Ascension and Tristan da Cunha (UK)",FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.19,0.34,0.54,0.43,0.4,0.79,0.99,1.61,1.11,1.07,0.43,0.47,0.61,0.73,0.64,0.45,0.37,1.52,1.55,1.67,0.78,1.02,1.17,1.33,1.06,0.86,0.55
A,Annual,SLB,Solomon Islands,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.18,0.17,0.17,0.16,0.16,0.15,0.14,0.12,0.1,0.08,0.06,0.04,0.03,0.04,0.06,0.07,0.07,0.08,0.07,0.09,0.1,0.12,0.13,0.12,0.1,0.09,0.1,0.1,0.08,0.05,0.05,0.05,0.05,0.05
A,Annual,SLE,Sierra Leone,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.06,0.05,0.05,0.05,0.04,0.04,0.04
A,Annual,SLV,El Salvador,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.47,0.75,0.71,0.67,0.64,0.6,0.57,0.54,0.51,0.48,0.45,0.43,0.4,0.37,0.35,0.32,0.38,0.32,0.65,0.55,0.59,0.53,0.42,0.98,0.91,0.28,0.23,0.5,0.48,0.41,0.5,0.61,0.25,0.44
A,Annual,SOM,Somalia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.04,0.04,0.04,0.04,0.04
A,Annual,SRB,Serbia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,0.3,0.32,0.3,0.26,0.26,0.35,0.46,0.5,0.53,0.45,0.39,0.33,0.35,0.37,0.36,0.33,0.34,0.33
A,Annual,STP,Sao Tome and Principe,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.07,0.07,0.09,0.1,0.1,0.12,0.1,0.1,0.08,0.09,0.09,0.09,0.1,0.11,0.11,0.1,0.08
A,Annual,SUR,Suriname,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.53,0.5,0.47,0.45,0.42,0.39,0.32,0.31,0.33,0.35,0.37,0.56,0.75,0.85,0.7,0.77,0.71,0.75,0.93,1.13,0.87,1.68,1.13,0.94,1.08,1.68,1.05,1.1,1.32,0.62,1.48,1.61,3.45,3.42
A,Annual,SVK,Slovak Republic,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,,0.73,0.78,1.15,0.73,0.6,0.67,0.53,0.27,0.29,0.31,0.28,0.29,0.29,0.3,0.3,0.28,0.31,0.35,0.33,0.38,0.37,0.41,0.41,0.39,0.41,0.46,0.43,0.43,0.42,0.36,0.32
A,Annual,SVN,Slovenia,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,0.66,0.56,0.47,0.5,0.48,0.63,0.55,0.57,0.74,0.7,0.58,0.68,0.78,0.69,0.64,0.57,0.6,0.57,0.55,0.55,0.49,0.45,0.49,0.51,0.56,0.53,0.57,0.47,0.46,0.43,0.39,0.33
A,Annual,SWE,Sweden,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.27,0.21,0.17,0.17,0.22,0.14,0.17,0.17,0.18,0.18,0.19,0.2,0.25,0.28,0.15,0.24,0.24,0.24,0.26,0.21,0.21,0.26,0.25,0.23,0.26,0.24,0.2,0.2,0.18,0.18,0.2,0.21,0.22,0.19
A,Annual,SWZ,Eswatini,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.85,0.82,0.79,0.76,0.76,0.76,0.75,0.69,0.67,0.55,0.53,0.43,0.72,0.9,1.18,1.01,0.78,0.4,0.18,0.17,0.44,0.53,0.52,0.41,0.46,0.51,0.59,0.75,0.89,0.97,1.04,1.06,1.04,0.98
A,Annual,SXM,Sint Maarten (Dutch part),FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.83,0.73,0.82,0.86,0.95,0.91,1.02,1.23,1.21,1.18,0.99,1.1,1.18
A,Annual,SYC,Seychelles,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.64,0.66,0.68,0.9,0.86,1.38,1.38,1.55,1.08,0.89,0.74,0.66,1.48,1.42,1.41,0.77,0.86,1.45,4.0,4.18,4.36,4.53,3.16,1.55,1.06,0.79,0.92,0.87,0.85,0.88,0.98,0.99,0.95,0.86
A,Annual,SYR,Syrian Arab Republic,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.07,0.08,0.09,0.11,0.09,0.09,0.07,0.1,0.11,0.1,0.07,0.06,0.06,0.08,0.09,0.08,0.08,0.06,0.06,0.06,0.07,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.08
A,Annual,TCA,Turks and Caicos Islands,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,2.24,2.13,2.02,1.92,1.83,1.74,1.66,1.59,1.52,0.97,0.47,0.0,0.0,0.0,1.23,2.2,3.18,2.82,2.35,2.14,2.4,2.78,2.85,2.63,2.53,2.42,2.31,2.22,2.13,2.05,1.99,1.96,1.93,1.92
A,Annual,TCD,Chad,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,TGO,Togo,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.08,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.1,0.03,0.04,0.04,0.04,0.03,0.04,0.02,0.05,0.05,0.11,0.15,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15
A,Annual,THA,Thailand,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,0.34,0.34,0.33,0.33,0.35,0.41,0.39,0.39,0.31,0.37,0.32,0.48,0.64,0.79,1.0,0.66,0.62,1.0,0.97,1.0,1.01,1.26,1.01,0.12,0.31,0.37,0.43,0.48,0.49,0.39,0.27,0.12,0.08,0.05
A,Annual,TJK,Tajikistan,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.04,0.05,0.05,0.06,0.06,0.07
A,Annual,TKL,Tokelau (NZ),FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,2.08,2.07,2.06,2.07,2.07,2.07,2.07,2.06,2.04,2.01,1.99,1.75,3.92,3.77,3.6,3.41,3.0,2.83,1.34,0.8,1.42,2.02,2.54,3.01,3.57,4.44,3.96,3.51,3.09,2.43,1.84,1.3,0.81,0.36
A,Annual,TKM,Turkmenistan,FAO_RP_5172,Pesticides Use per capita,KM_PS,Kilometers per person,FAO_RP,Pesticides Use,0,Units,A,Normal value,PU,Public,,,0.21,0.21,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.19,0.18,0.23,0.23,0.22
